Product name,Product number,Product price,Product description,Product url
"1/2"" Pin/ 3/8"" Pin Triangle Plate",84-98,$178.00,"Upper Pin Dia. 1/2"" (13 mm), Lower Pin Dia. 3/8"" (10 mm), Upper Max Wire 9/32"" (7 mm), Lower Max Wire 3/16"" (5 mm), Overall Width 3-3/8"" (86 mm), Weight 10.1 oz. (286 g)",https://hardware.schaefermarine.com/collections/rigging/products/1-2-pin-3-8-pin-triangle-plate-84-98
"Strap Tang 7"" x 3/4""",85-27,$27.55,"Length 7"" (178 mm), Width 3/4"" (19 mm)",https://hardware.schaefermarine.com/collections/rigging/products/strap-tang-7-x-3-4-85-27
"Strap Tang 4"" x 1/2""",85-14,$24.10,"Length 4"" (102 mm), Width 1/2"" (12 mm), 1/16"" (1.5mm) Thickness, 3/16"" (5mm) Hole Punched in both ends.",https://hardware.schaefermarine.com/collections/rigging/products/strap-tang-4-x-1-2-85-14
"Double Jaw Toggle 3/4"" Pin",93-89,$337.60,"Pin Dia. 3/4"" (19 mm), Max. Wire 7/16"" (11 mm), C/C 3"" (76 mm), Strap W At Pin 1-3/4"" (44 mm), Strap W At Top 3/4"" (19 mm), Weight 1 lb. 4.7 oz. (587 g) Double Jaw Toggles are rated to their corresponding Pin/Wire size.",https://hardware.schaefermarine.com/collections/rigging/products/double-jaw-toggle-3-4-pin-93-89
"5/8"" Pin Link Tang",84-95,$264.35,"Pin Dia. 5/8"" (16 mm), Max. Wire 3/8"" (10 mm), C/C 9-5/16"" (233 mm), Strap W At Pin 2-7/16"" (61 mm), Strap W At Top 1-1/2"" (38 mm), Weight 1 lb. 9.3 oz. (717 g)",https://hardware.schaefermarine.com/collections/rigging/products/5-8-pin-link-tang-84-95
Low Friction Ring 10mm,FR-1008,$30.45,"Machined 6061-T6 aluminum. Outside diameter .904"" (23mm), Inside Diameter .41"" (10.5mm), Thickness .5"" (12.6mm).",https://hardware.schaefermarine.com/collections/rigging/products/low-friction-ring-10mm-fr-1008
"5/8"" Pin Chainplate Straight",84-91,$330.30,"Pin Hole 5/8"" (16 mm), Max. Wire 3/8"" (8 mm), Fastener Holes (5), 1/2"" (13 mm), Length 16"" (406 mm), Width 1-1/2"" (38 mm), Thickness 3/8"" (8 mm), Weight 2 lbs. 8 oz. (1.13 kg)",https://hardware.schaefermarine.com/collections/rigging/products/5-8-pin-chainplate-straight-84-91
"Round Utility Ring 2-1/2"" Inside Diameter",94-41,$80.90,"Stock Dia. 3/8"" (10 mm), Inside Dia. 2-1/2"" (64 mm), SWL 2500 lbs. (1135 kg), Weight 4.5 oz. (128 g)",https://hardware.schaefermarine.com/collections/rigging/products/round-utility-ring-2-1-2-inside-diameter-94-41
"Double Jaw Toggle 1/4"" Pin",93-84,$70.90,"Pin Dia. 1/4"" (6 mm), Max. Wire 1/8"" (3 mm), C/C 1-1/16"" (27 mm), Strap Width At Pin 5/8"" (16 mm), Strap Width At Top 1/4"" (6 mm), Weight 1.0 oz. (28 g) Double Jaw Toggles are rated to their corresponding Pin/Wire size.",https://hardware.schaefermarine.com/collections/rigging/products/double-jaw-toggle-1-4-pin-93-84
"Round Utility Ring 3/4"" Inside DIameter",94-01,$25.15,"Stock Dia. 3/16"" (5 mm), Inside Dia. 3/4"" (19 mm), SWL 1500 lbs. (680 kg), Weight 0.75 oz. (21 g)",https://hardware.schaefermarine.com/collections/rigging/products/round-utility-ring-3-4-inside-diameter-94-01
"3/8"" x 2"" Rigging",DB-3752,$43.50,"3/8"" x 2"" Anodized aluminum rigging pin.",https://hardware.schaefermarine.com/collections/rigging/products/3-8-x-2-rigging-pin
"5/8"" Pin Chainplate Bent",84-81,$280.30,"Pin Hole 5/8"" (16 mm), Max. Wire 3/8"" (8 mm), Fastener Holes (5), 1/2"" (13 mm), Length 16"" (406 mm), Width 1-1/2"" (38 mm), Thickness 3/8"" (8 mm), Weight 2 lbs. 8 oz. (1.13 kg)",https://hardware.schaefermarine.com/collections/rigging/products/5-8-pin-chainplate-bent-84-81
"98-05 3/16"" Diameter x 5/8"" Grip Clevis",98-05,$8.55,"98-05 Clevis Pin.  3/16"" Diameter x 5/8"" Grip.  Stainless Steel",https://hardware.schaefermarine.com/collections/rigging/products/98-05-3-16-diameter-x-5-8-grip-clevis-pin
"1/2"" x 3.0"" Rigging",DB-5003,$54.95,"1/2"" x 3.0"" Anodized Aluminum Rigging Pin",https://hardware.schaefermarine.com/collections/rigging/products/1-2-x-3-0-rigging-pin
"98-07 3/16"" Diameter x 3/8"" Grip Clevis",98-07,$10.00,"98-07 Clevis Pin.  3/16"" Diameter x 3/8"" Grip.  Stainless Steel",https://hardware.schaefermarine.com/collections/rigging/products/98-07-3-16-diameter-x-3-8-grip-clevis-pin
"Tuff Luff Wear Tape 3"" x 6'",TL-306,$43.35,"Tuff Luff Wear Tape. 3"" (76mm) x 6' (2.1m). Fits 3007, 4807, 6008 Systems. .025"" (.635mm) UHMW Wear Tape",https://hardware.schaefermarine.com/collections/rigging/products/tuff-luff-wear-tape-3-x-6-tl-306
"Tuff Luff Wear Tape 1.5"" x 4'",TL-154,$24.70,"Tuff Luff Wear Tape. 1.5"" (38mm) x 4' (1.7m). Fits 1205, 1706 and A-1706 Systems. .025"" (.635mm) UHMW Wear Tape",https://hardware.schaefermarine.com/collections/rigging/products/tuff-luff-wear-tape-1-5-x-4-tl-154
"98-01 3/16"" Diameter x 21/32"" Grip Clevis",98-01,$8.45,"98-01 Clevis Pin.  3/16"" diameter x 21/32"" Grip.  Stainless Steel",https://hardware.schaefermarine.com/collections/rigging/products/98-01-3-16-diameter-x-21-32-grip-clevis-pin
"Strap Tang 9"" x 3/4""",85-29,$34.30,"Length 9"" (229 mm), Width 3/4"" (19 mm), Thickness 1/16"" (1.5mm), 3/16"" (5mm) Hole punched in both ends.",https://hardware.schaefermarine.com/collections/rigging/products/strap-tang-9-x-3-4-85-29
"3/8"" Pin/ 5/16"" Pin Triangle Plate",84-97,$125.85,"Upper Pin Dia. 3/8"" (10 mm), Lower Pin Dia. 5/16"" (8 mm), Upper Max Wire 3/16"" (5 mm), Lower Max Wire 5/32"" (4 mm), Overall Width 2-3/4"" (70 mm), Weight 5.0 oz. (142 g)",https://hardware.schaefermarine.com/collections/rigging/products/3-8-pin-5-16-pin-triangle-plate-84-97
"1/4"" Pin Triangle Plate",84-44,$56.90,"Upper Pin Dia. 1/4"" (6 mm), Lower Pin Dia. 1/4"" (6 mm), Upper Max Wire 1/8"" (3 mm), Lower Max Wire 1/8"" (3 mm), Overall Width 2-1/4"" (57 mm), Weight 2.6 oz. (74 g)",https://hardware.schaefermarine.com/collections/rigging/products/1-4-pin-triangle-plate-84-44
"5/8"" Pin/1/2"" Pin Triangle Plate",84-99,$271.60,"Upper Pin Dia. 5/8"" (16 mm), Lower Pin Dia. 1/2"" (13 mm), Upper Max Wire 3/8"" (10 mm), Lower Max Wire 9/32"" (7 mm), Overall Width 3-15/16"" (100 m), Weight 1 lb. 5 oz. (595 g)",https://hardware.schaefermarine.com/collections/rigging/products/5-8-pin-1-2-pin-triangle-plate-84-99
"Tuff Luff Wear Tape 2"" x 5'",TL-205,$28.95,"Tuff Luff Wear Tape. 2"" (51mm) x 4' (1.7m). Fits 2206, A-2506, 3007 Systems. .025"" (.635mm) UHMW Wear Tape",https://hardware.schaefermarine.com/collections/rigging/products/tuff-luff-wear-tape-2-x-5-tl-205
"Strap Tang 8"" x 1/2""",85-18,$36.25,"Length 8"" (203 mm), Width 1/2"" (12 mm). Thickness 1/16"" (1.5mm), 3/16"" (5mm) Hole punched in both ends.",https://hardware.schaefermarine.com/collections/rigging/products/strap-tang-8-x-1-2-85-18
Stainless Bail,90-12,$124.25,"Forged Bail/ Round, Rod Dia. 3/8"" (10 mm), Width 5-3/4"" (146 mm), Depth 8-3/8"" (213 mm), Fastener Size 3/8"" (10 mm), Weight 10 oz. (284 g)",https://hardware.schaefermarine.com/collections/rigging/products/stainless-bail-90-12
"Strap Tang 10"" x 1/2""",85-20,$33.15,"Length 10"" (254 mm), Width 1/2"" (12 mm), Thickness 1/16"" (1.5mm), 3/16"" (5mm) Hole Punched in both ends.",https://hardware.schaefermarine.com/collections/rigging/products/strap-tang-10-x-1-2-85-20
Stainless Bail,90-27,$82.85,"Forged Bail/ Round, Rod Dia. 1/4"" (6 mm), Width 2-1/4"" (57 mm), Depth 3"" (76 mm), Fastener Size 1/4"" (6 mm), Weight 2 oz. (57 g)",https://hardware.schaefermarine.com/collections/rigging/products/stainless-bail-90-27
Low Friction Ring 20mm,FR-2012,$39.95,"Machined 6061-T6 aluminum. Outside diameter 1.73"" (44mm), Inside Diameter .8"" (20.5 mm), Thickness .91"" (20.2mm).",https://hardware.schaefermarine.com/collections/rigging/products/low-friction-ring-20mm-fr-2012
"Round Utility Ring 1"" Inside Diameter",94-02,$27.90,"Stock Dia. 3/16"" (5 mm), Inside Dia. 1"" (25 mm), SWL 1500 lbs. (680 kg), Weight 0.75 oz. (21 g)",https://hardware.schaefermarine.com/collections/rigging/products/round-utility-ring-1-inside-diameter-94-02
"Round Utility Ring 1"" Inside Diameter",94-21,$37.45,"Stock Dia. 1/4"" (6 mm), Inside Dia. 1"" (25 mm), SWL 2000 lbs. (900 kg), Weight 1.5 oz. (43 g)",https://hardware.schaefermarine.com/collections/rigging/products/round-utility-ring-1-inside-diameter-94-21
"Round Utility Ring 3-1/4"" Inside Diameter",94-42,$94.70,"Stock Dia. 3/8"" (10 mm), Inside Dia. 3-1/4"" (83 mm), SWL 2500 lbs. (1135 kg), Weight 6 oz. (170 g)",https://hardware.schaefermarine.com/collections/rigging/products/round-utility-ring-3-1-4-inside-diameter-94-42
"Round Utility Ring 1-1/2"" Inside Diameter",94-22,$38.15,"Stock Dia. 1/4"" (6 mm), Inside Dia. 1-1/2"" (38 mm), SWL 2000 lbs. (900 kg), Weight 1.75 oz. (50 g)",https://hardware.schaefermarine.com/collections/rigging/products/round-utility-ring-1-1-2-inside-diameter-94-22
Low Friction Ring 25mm,FR-2514,$47.50,Aluminum machined Low-Friction ring.  25mm inside diameter.,https://hardware.schaefermarine.com/collections/rigging/products/low-friction-ring-25mm-fr-2514
Low Friction Ring 6mm,FR-0706,$29.40,Low Friction Ring 6mm   FR-0706,https://hardware.schaefermarine.com/collections/rigging/products/low-friction-ring-6mm-fr-0706
Eye Jaw Toggle 3/4' Pin,93-69,$423.90,"Pin Dia. 3/4"" (19 mm), Max. Wire 7/16"" (11 mm), C/C 3-3/16"" (81 mm), Strap Width At Pin 1-5/8"" (41 mm), Strap W At Top 23/32"" (18 mm), Weight 15.7 oz. (445 g) *** Eye Jaw Toggles are rated to the corresponding pin/wire size.",https://hardware.schaefermarine.com/collections/rigging/products/eye-jaw-toggle-3-4-pin-93-69
"Eye Jaw Toggle 5/8"" Pin",93-68,$299.55,"Pin Dia. 5/8"" (16 mm), Max. Wire 3/8"" (10 mm), C/C 2-5/8"" (67 mm), Strap W At Pin 1-1/2"" (38 mm), Strap W At Top 19/32"" (15 mm), Weight 9.4 oz. (266 g) *** Eye Jaw Toggles are rated to the corresponding pin/wire size.",https://hardware.schaefermarine.com/collections/rigging/products/eye-jaw-toggle-5-8-pin-93-68
Small Boat Halyard Restrainer,78-74,$27.25,"For boats to 28'. Mounts directly to the front of the mast, below the halyard exit at the top of the mast. This small restrainer prevents Halyard Wrap.",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/small-boat-halyard-restrainer-78-74
"Double Jaw Toggle 7/8"" Pin",93-90,$970.95,"Pin Dia. 7/8"" (22 mm), Max Wire 1/2"" (13 mm), C/C 3-3/18"" (86 mm), Strap Width At Pin 1-15/16"" (49 mm), Strap Width At Top 7/8"" (22 mm), Weight 2 lb. 6.4 oz. (1.19 kg) Double Jaw Toggles are rated to their corresponding Pin/Wire size.",https://hardware.schaefermarine.com/collections/rigging/products/double-jaw-toggle-7-8-pin-93-90
CF-500-22 Lead Arm for,CF-500-22,$79.20,"The CF-500-22 lead arm mounts directly to the bottom of the CF-500 furler.  This ensures a proper line angle coming off of the drum.   Includes just the lead arm, not the drum or torque tube shown in the picture.",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-500-22-lead-arm-for-cf-500
"Double Jaw Toggle 5/8"" Pin",93-88,$149.50,"Pin Dia. 5/8"" (16 mm), Max. Wire 3/8"" (10 mm), C/C 2-1/2"" (64 mm), Strap W At Pin 1-1/2"" (38 mm), Strap W At Top 5/8"" (16 mm), Weight 11.8 oz. (334 g) Double Jaw Toggles are rated to their corresponding Pin/Wire size.",https://hardware.schaefermarine.com/collections/rigging/products/double-jaw-toggle-5-8-pin-93-88
"5/16"" Pin Chainplate Straight",84-87,$75.55,"Pin Hole 5/16"" (8 mm), Max. Wire 5/32"" (4 mm), Fastener Holes (4), 1/4"" (6 mm), Length 9"" (229 mm), Width 1"" (25 mm), Thickness 1/8"" (3 mm), Weight 4.6 oz. (130 g)",https://hardware.schaefermarine.com/collections/rigging/products/5-16-pin-chainplate-straight-84-87
Halyard Restrainer - Large,78-75,$49.55,"Halyard Restrainer mounts directly on the front of the mast below the Genoa Halyard sheave. Restrainer ""deflects"" halyard eliminating Halyard Wrap.",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/halyard-restrainer-large-78-75
CF-500-EXT Extrusion,CF-500-ext,$590.65,CF-500-EXT - Extrusion only for the CF-500. This includes both the front and back side of the foil. The bottom of the foil is machined to fit into the torque tube of the CF-500.  (Does not include upper swivel shown in picture),https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-500-ext-extrusion-only
CF-700 Extrusion,,$820.45,CF-700-EXT - Extrusion only for the CF-700. This includes both the front and back side of the foil. The bottom of the foil is machined to fit into the torque tube of the CF-700.  (Does not include upper swivel shown in picture),https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-700-extrusion-only
Top Cap for,32-027,$17.15,Top Cap for the CF-700.   Includes fasteners.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/top-cap-for-cf-700
CF-700-22 Lead arm for,CF-700-22,$99.35,The CF-700-22 mounts directly to the bottom of the CF-700 furler to ensure a proper line angle off of the furler drum.   This includes just the lead arm not the drum shown in the picture.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-700-22-lead-arm-for-cf-700
Large Halyard,78-75,$49.55,"78-75 Halyard Restrainer appropriate for boats from 27' - 53'.   Eliminates possibility of halyard wrap with furling systems when properly installed.  For halyards up to 5/8"" (16mm).   Uses (4) #10 RH Fasteners.  L = 2"" (51mm), Width = 2-3/4"" (70mm), SWL = 2000 lbs (907 kg), Weight 4 oz (114 grams)",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/large-halyard-restrainer
CF-500 Feeder /,45-237,$125.00,CF-500 Stainless Steel Feeder / Clamp.   Fits CF-500 from 1999 - Present.   Includes four allen head fasteners.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-500-feeder-clamp-1
2100 Drum Bearing,33-049-A,$375.00,"Schaefer Drum Bearing for 2100 series furlers.   Will fit Schaefer 2100 series jib furlers from 1997 - Present.   Drum is completely assembled and includes two flushing holes for easy maintenance.   Drum diameter is 3-11/16"" (94mm).   This drum will not the earlier 2000 series furlers.   If you have any questions please reach out to us at 508/995-9511 or Sales@SchaeferMarine.com",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/2100-drum-bearing-assembly
3100 Jib Furler,33-053-A,$375.00,"Schaefer Drum Bearing for 3100 series furlers.   Will fit Schaefer 3100 series jib furlers from 1997 - Present.   Drum is completely assembled and includes two flushing holes for easy maintenance.   Drum diameter is 4-3/8"" (111mm).    If you have any questions please reach out to us at 508/995-9511 or Sales@SchaeferMarine.com",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/3100-jib-furler-drum
"1/2"" Standard Toggle/Link for Schaefer",46-030-03,$313.00,"1/2"" Standard Toggle/Link for Schaefer 1100 Jib Furler.  Overall Pin to Pin length 4-1/8"" (105mm)",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/1-2-standard-toggle-link-for-schaefer-1100
2100,45-235,$155.00,Schaefer 2100 feeder.   Will fit Schaefer 2100 models from 1997 - Present.  Includes both front and back with fasteners.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/2100-feeder
3100 Upper,33-052-A,$475.00,"Schaefer Upper Swivel for 3100 series furlers.   Will fit Schaefer 3100 series jib furlers from 1997 - Present.   Swivel is completely assembled.   Does not include ""D"" Shackles (part number 93-14)    If you have any questions please reach out to us at 508/995-9511 or Sales@SchaeferMarine.com",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/3100-upper-swivel
"1/2"" Standard Toggle/Link for Schaefer",46-016,$361.00,"1/2"" Standard Toggle/Link for Schaefer 2100",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/1-2-standard-toggle-link-for-schaefer-2100
"5/8"" Standard Toggle/Link for Schaefer",46-018,$410.95,"5/8"" Standard Toggle/Link for Schaefer 2100.",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/5-8-standard-toggle-link-for-schaefer-2100
Schaefer 2100 Upper,,$475.00,"Schaefer Upper Swivel for 2100 series furlers.   Will fit Schaefer 2100 series jib furlers from 1997 - Present.   Swivel is completely assembled.   Does not include ""D"" Shackles (part number 93-11)    If you have any questions please reach out to us at 508/995-9511 or Sales@SchaeferMarine.com",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/schaefer-2100-upper-swivel
Schaefer 1100,45-223-M,$140.45,Schaefer 1100 feeder.   Will fit Schaefer 1100 models from 1997 - Present.  Includes both front and back with fasteners.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/schaefer-1100-feeder
3100 Furler,45-227-M,$165.00,Schaefer 3100 feeder.   Will fit Schaefer 3100 models from 1997 - Present.  Includes both front and back with fasteners.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/3100-furler-feeder-1
Schaefer 1100 Drum,33-051-A,$375.00,"Schaefer Drum Bearing for 1100 series furlers.   Will fit Schaefer 1100 series jib furlers from 1997 - Present.   Drum is completely assembled and includes two flushing holes for easy maintenance.   Drum diameter is 3-1/8"" (79mm).   If you have any questions please reach out to us at 508/995-9511 or Sales@SchaeferMarine.com",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/schaefer-1100-drum-bearing
Schaefer 1100 Jib Furler Upper,33-050-A1,$475.00,"Schaefer Upper Swivel for 1100 series furlers.   Will fit Schaefer 1100 series jib furlers from 1997 - Present.   Swivel is completely assembled.   Does not include ""D"" Shackles (part number 93-12)    If you have any questions please reach out to us at 508/995-9511 or Sales@SchaeferMarine.com",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/schaefer-1100-jib-furler-upper-swivel
CF-700 Feeder /,45-256,$130.00,CF-500 Feeder / Clamp    CF-700 Stainless Steel Feeder / Clamp.   Fits CF-700 from 2007 - Present.   Includes four allen head fasteners.,https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-700-feeder-clamp-1
"7/8"" Standard Toggle/Link for Schaefer",46-041,"$1,031.80","7/8"" Standard Toggle/Link for Schaefer 3100",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/7-8-standard-toggle-link-for-schaefer-3100
"3/4"" Standard Toggle/Link for Schaefer",46-023,$509.40,"3/4"" Standard Toggle/Link for Schaefer 3100",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/3-4-standard-toggle-link-for-schaefer-3100
CF-700,CF-700,"$2,339.75","The CF-700 Snapfurl represents the latest in quality Schaefer design and engineering.   The CF-700 features a unique interlocking round Geon (tm) PVC foil that allows for owner installation directly over your existing headstay with no modifications.  The foils also lend themselves to trailerable boats to ease the problems with mast raising or lowering.  The CF-700 features a Computer machined aluminum torque tube, drum and upper swivel allowing for a double race of Torlon(tm) ball bearings.Length: 38' (11.6m)Extrusions:  One length, single groove accepts #6 Luff tapeBearings:   3/8"" (9.5mm) torlon(tm) (32) in upper and lower unitsDrum Design:  One 3"" (76mm) diameterLine Capacity:  40' (12.2m) 1/4"" (6MM) or 30' (9.1m) 5/16"" (8mm) lineWeight:   32 lbs.Shipping weight at 90 lbs due to oversized packaging.  Free UPS ground shipping in the continental US.Contact Schaefer directly for a local dealer near you with Better Pricing!",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-700-snapfurl
"5/8"" Standard Toggle/Link for Schaefer",46-022,$457.45,"5/8"" Standard Toggle/Link for Schaefer 3100.",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/5-8-standard-toggle-link-for-schaefer-3100
CF-500,CF-500,"$1,397.95","Snapfurl CF-500 represents the latest in quality Schaefer design and engineering. The CF-500 features a unique interlocking Round Geon (tm) PVC foil that allows for owner installation over your existing headstay with no modfications. The foils also lend themselves to trailering boats to ease the problems with mast raising or lowering.The CF-500 features a reinforced injection molded Torque Tube and Upper Swivel for incredible strength and lightness. The lower drum and upper swivel feature a double race of Torlon(tm) ball bearings for easy reefing or furling.Overall Length: 31'-1'"" (9.5m) Extrusion: One length single groove uses #5 luff tapeBearings: 3/8"" (9.5mm) Torlon (tm) ball bearings. (31) in upper swivel (40) in lower drumDrum: 2"" diameterLine Capacity: 25' (7.6m) 1/4"" (6mm) line. 19' (5.8m) 5/16"" (8mm) line.Overall Weight: 15.7 lbsShipping weight is 90 lbs due to oversized packaging. Free UPS Ground shipping in the continental US.Contact Schaefer for a local dealer near you for your best price!",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/cf-500-snapfurl
"3/8"" Standard Toggle/Link for Schaefer",46-030-01,$288.10,"3/8"" Standard Toggle/Link for Schaefer 1100 Jib Furler.  Overall pin to pin length 4-1/8"" (105mm)",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/3-8-standard-toggle-link-for-schaefer-1100
"7/16"" Standard Toggle/Link for Schaefer",46-030-02,$304.40,"7/16"" Standard Toggle/Link for Schaefer 1100.   Overall Pin to Pin length 4-1/8"" (105mm).",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/7-16-standard-toggle-link-for-schaefer-1100
Halyard Restrainer - Large,78-75,$49.55,"Halyard Restrainer mounts directly on the front of the mast below the Genoa Halyard sheave. Restrainer ""deflects"" halyard eliminating Halyard Wrap.",https://hardware.schaefermarine.com/collections/mast-hardware/products/halyard-restrainer-large-78-75
32-80 Halyard Restrainer,32-80,$209.05,"32-80 Halyard Restrainer Block. Aluminum sheave allows for a smooth entry/exit of the halyard for minimum chafe. For up to 1/2"" line (12mm). W=1-1/4"" (32mm), L = 2-5/16"" (59mm), SWL 2000 lbs (907 kg). Requires (4) #10 RH Fasteners for installation.",https://hardware.schaefermarine.com/collections/jib-furlers-and-accessories/products/32-80-halyard-restrainer-block
Exit Plate/ Curved,34-49,$66.25,"Halyard Size 3/4"" (19 mm), Mast Stat Opening 3-1/4""x 1"" (83 mm x 25 mm), Fasteners (4), #10 RH (5 mm), Weight 2 oz. (57 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/exit-plate-curved-34-49
"Stainless Sail Track 5/8"" x 6'",75-05-72&amp;amp;quot;,$88.45,"Length 6' (1.8 m), Fastener Size #6 RH (3.5 mm), Fastener Spacing 2-3/4"" (70 mm), Weight/ Foot 2-1/2 oz. (71 g), End Stop 74-05, Track Stop 74-45",https://hardware.schaefermarine.com/collections/mast-hardware/products/stainless-sail-track-5-8-x-6-75-05-72
"Exit Plate/ Flat for up to 1/2"" Line",34-46,$30.25,"Halyard Size 1/2"" (12 mm), Mast Stat Opening 2-1/4""x 13/16"" (57 mm x 21 mm), Fasteners (4), #10 RH (5 mm), Weight 1 oz. (28 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/exit-plate-flat-for-up-to-1-2-line-34-46
Small Boat Halyard Restrainer,78-74,$27.25,"For boats to 28'. Mounts directly to the front of the mast, below the halyard exit at the top of the mast. This small restrainer prevents Halyard Wrap.",https://hardware.schaefermarine.com/collections/mast-hardware/products/small-boat-halyard-restrainer-78-74
"Spinnaker Pole Slider - Investment Cast 1"" T-Track",73-32,$174.10,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Ring I.D. 1-3/16"" (30 mm), Ring Stock 11/32"" (9 mm), L 3"" (76 mm), W 2-7/32"" (56 mm), H 2-7/16"" (63 mm), Weight 4.5 oz. (128 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/spinnaker-pole-slider-investment-cast-1-t-track-73-32
"7/8"" S.S. Track End Stop",74-02,$33.70,"7/8"" Stainless Steel Track End Stop. Weight 3oz.",https://hardware.schaefermarine.com/collections/mast-hardware/products/7-8-s-s-track-end-stop-74-02
"Spinnaker Pole Slider -Towable/Lined for 1-1/4"" T-Track",17-84,$233.45,"1-1/4"" Lined Spinnaker Pole slider.   With the addition of a variety of blocks the slide is fully adjustable without needing to pull a pin.   Track Size 1-1/4"" 3/16"" (32 mm x 5 mm), Ring I.D. 2"" (51 mm), Ring Stock 7/16"" (11 mm), L 5-5/16"" (135 mm), W 2-29/32"" (74 mm), H 3-1/4"" (83 mm), Weight 14 oz. (397 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/spinnaker-pole-slider-towable-lined-for-1-1-4-t-track-17-84
"Spinnaker Pole Slider - Welded/ Lined for 1-1/4"" T-Track",17-87,$261.60,"Lined Spinnaker Pole slider for 1-1/4"" T-track.   Spring pin securely holds slide in place.  Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Ring I.D. 2"" (51 mm), Ring Stock 7/16"" (11 mm), L 5-5/16"" (135 mm), W 2-29/32"" (74 mm), H 3-1/4"" (83 mm), Weight 1 lb. (453 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/spinnaker-pole-slider-welded-lined-for-1-1-4-t-track-17-87
"Spinnaker Pole Slider - Investment Cast for 1-1/4"" T-Track",73-33,$209.70,"Track Size 1-1/4"" 3/16"" (32 mm x 5 mm), Ring I.D. 2"" (51 mm), Ring Stock 7/16"" (11 mm), L 4-14"" (108 mm), W 2-7/8"" (73 mm), H 3-5/32"" (80 mm), Weight 8 oz. (227 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/spinnaker-pole-slider-investment-cast-for-1-1-4-t-track-73
"Spinnaker Pole Slider - Welded/ Lined for 1"" T-Track",73-38,$172.90,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Ring I.D. 1-1/4"" (32 mm), Ring Stock 1/4"" (6 mm), L 3"" (76 mm), W 2-1/8"" (54 mm), H 2-5/16"" (58 mm), Weight 4 oz. (113 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/spinnaker-pole-slider-welded-lined-for-1-t-track-73-38
"5/8"" S.S. Track End stop",74-05,$37.90,"5/8"" S.S. Track Endstop.",https://hardware.schaefermarine.com/collections/mast-hardware/products/5-8-s-s-track-end-stop-74-05
Exit Box/ Double Sheave,34-36,$546.30,"Sheave Size 2"" (51 mm), Halyard Opening 1/2"" (12 mm), Mast Slot 2-5/8"" x 1-11/32"" (67 mm x 21 mm), Fasteners (6), # 10 RH (5 mm), SWL 2250 lbs. (1020 kg), Weight 13.5 oz. (383 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/exit-box-double-sheave-34-36
